timestamp,state,power,auto_shutdown
2025-01-01 08:00:00,running,934.49,False
2025-01-01 08:00:05,running,814.4,False
2025-01-01 08:00:10,running,921.79,False
2025-01-01 08:00:15,running,1495.57,False
2025-01-01 08:00:20,running,666.2,False
2025-01-01 08:00:25,running,613.49,False
2025-01-01 08:00:30,shutdown,0.0,False
2025-01-01 08:00:35,shutdown,0.0,False
2025-01-01 08:00:40,shutdown,0.0,False
2025-01-01 08:00:45,shutdown,0.0,False
2025-01-01 08:00:50,shutdown,0.0,False
2025-01-01 08:00:55,shutdown,0.0,False
2025-01-01 08:01:00,running,1172.48,False
2025-01-01 08:01:05,running,762.64,False
2025-01-01 08:01:10,running,988.01,False
2025-01-01 08:01:15,running,1053.14,False
2025-01-01 08:01:20,running,1089.25,False
2025-01-01 08:01:25,running,513.15,False
2025-01-01 08:01:30,running,777.09,False
2025-01-01 08:01:35,running,903.02,False
2025-01-01 08:01:40,running,512.65,False
2025-01-01 08:01:45,running,1396.56,False
2025-01-01 08:01:50,running,1280.19,False
2025-01-01 08:01:55,running,1093.28,False
2025-01-01 08:02:00,running,785.24,False
2025-01-01 08:02:05,running,1284.05,False
2025-01-01 08:02:10,running,1311.42,False
2025-01-01 08:02:15,running,615.74,False
2025-01-01 08:02:20,running,1319.83,False
2025-01-01 08:02:25,running,959.16,False
2025-01-01 08:02:30,running,1174.65,False
2025-01-01 08:02:35,running,1056.8,False
2025-01-01 08:02:40,running,719.19,False
2025-01-01 08:02:45,running,884.58,False
2025-01-01 08:02:50,running,841.19,False
2025-01-01 08:02:55,shutdown,0.0,False
2025-01-01 08:03:00,shutdown,0.0,False
2025-01-01 08:03:05,shutdown,0.0,False
2025-01-01 08:03:10,shutdown,0.0,False
2025-01-01 08:03:15,shutdown,0.0,False
2025-01-01 08:03:20,shutdown,0.0,False
2025-01-01 08:03:25,shutdown,0.0,False
2025-01-01 08:03:30,shutdown,0.0,False
2025-01-01 08:03:35,running,1365.04,False
2025-01-01 08:03:40,running,856.9,False
2025-01-01 08:03:45,running,689.06,False
2025-01-01 08:03:50,running,714.78,False
2025-01-01 08:03:55,running,1360.68,False
2025-01-01 08:04:00,shutdown,0.0,False
2025-01-01 08:04:05,shutdown,0.0,False
2025-01-01 08:04:10,shutdown,0.0,False
2025-01-01 08:04:15,shutdown,0.0,False
2025-01-01 08:04:20,shutdown,0.0,False
2025-01-01 08:04:25,shutdown,0.0,False
2025-01-01 08:04:30,running,550.91,False
2025-01-01 08:04:35,running,1323.89,False
2025-01-01 08:04:40,running,877.41,False
2025-01-01 08:04:45,running,1419.33,False
2025-01-01 08:04:50,running,871.96,False
2025-01-01 08:04:55,running,972.07,False
2025-01-01 08:05:00,running,1437.37,False
2025-01-01 08:05:05,running,818.52,False
2025-01-01 08:05:10,running,932.88,False
2025-01-01 08:05:15,running,1096.27,False
2025-01-01 08:05:20,running,1207.98,False
2025-01-01 08:05:25,running,1011.71,False
2025-01-01 08:05:30,running,981.95,False
2025-01-01 08:05:35,running,1099.27,False
2025-01-01 08:05:40,running,1425.91,False
2025-01-01 08:05:45,shutdown,0.0,False
2025-01-01 08:05:50,shutdown,0.0,False
2025-01-01 08:05:55,shutdown,0.0,False
2025-01-01 08:06:00,shutdown,0.0,False
2025-01-01 08:06:05,shutdown,0.0,False
2025-01-01 08:06:10,shutdown,0.0,False
2025-01-01 08:06:15,running,769.82,False
2025-01-01 08:06:20,running,731.08,False
2025-01-01 08:06:25,running,878.93,False
2025-01-01 08:06:30,running,574.41,False
2025-01-01 08:06:35,running,1369.48,False
2025-01-01 08:06:40,running,1036.15,False
2025-01-01 08:06:45,running,1088.16,False
2025-01-01 08:06:50,running,560.58,False
2025-01-01 08:06:55,running,668.98,False
2025-01-01 08:07:00,shutdown,0.0,False
2025-01-01 08:07:05,shutdown,0.0,False
2025-01-01 08:07:10,shutdown,0.0,False
2025-01-01 08:07:15,shutdown,0.0,False
2025-01-01 08:07:20,shutdown,0.0,False
2025-01-01 08:07:25,shutdown,0.0,False
2025-01-01 08:07:30,shutdown,0.0,False
2025-01-01 08:07:35,shutdown,0.0,False
2025-01-01 08:07:40,shutdown,0.0,False
2025-01-01 08:07:45,running,1308.61,False
2025-01-01 08:07:50,running,1494.86,False
2025-01-01 08:07:55,running,676.0,False
2025-01-01 08:08:00,running,905.31,False
2025-01-01 08:08:05,shutdown,0.0,False
2025-01-01 08:08:10,shutdown,0.0,False
2025-01-01 08:08:15,shutdown,0.0,False
2025-01-01 08:08:20,shutdown,0.0,False
2025-01-01 08:08:25,shutdown,0.0,False
2025-01-01 08:08:30,shutdown,0.0,False
2025-01-01 08:08:35,shutdown,0.0,False
2025-01-01 08:08:40,shutdown,0.0,False
2025-01-01 08:08:45,running,967.78,False
2025-01-01 08:08:50,running,755.21,False
2025-01-01 08:08:55,running,1033.13,False
2025-01-01 08:09:00,running,1192.91,False
2025-01-01 08:09:05,running,1310.82,False
2025-01-01 08:09:10,running,906.75,False
2025-01-01 08:09:15,shutdown,0.0,False
2025-01-01 08:09:20,shutdown,0.0,False
2025-01-01 08:09:25,shutdown,0.0,False
2025-01-01 08:09:30,shutdown,0.0,False
2025-01-01 08:09:35,shutdown,0.0,False
2025-01-01 08:09:40,shutdown,0.0,False
2025-01-01 08:09:45,shutdown,0.0,False
2025-01-01 08:09:50,running,566.81,False
2025-01-01 08:09:55,shutdown,0.0,False
2025-01-01 08:10:00,running,1338.89,False
2025-01-01 08:10:05,running,755.79,False
2025-01-01 08:10:10,running,1205.59,False
2025-01-01 08:10:15,running,748.91,False
2025-01-01 08:10:20,running,504.24,False
2025-01-01 08:10:25,running,1114.37,False
2025-01-01 08:10:30,running,1277.33,False
2025-01-01 08:10:35,running,1238.09,False
2025-01-01 08:10:40,running,747.49,False
2025-01-01 08:10:45,running,561.85,False
2025-01-01 08:10:50,running,988.93,False
2025-01-01 08:10:55,running,1086.89,False
2025-01-01 08:11:00,shutdown,0.0,False
2025-01-01 08:11:05,shutdown,0.0,False
2025-01-01 08:11:10,shutdown,0.0,False
2025-01-01 08:11:15,shutdown,0.0,False
2025-01-01 08:11:20,shutdown,0.0,False
2025-01-01 08:11:25,shutdown,0.0,False
2025-01-01 08:11:30,shutdown,0.0,False
2025-01-01 08:11:35,shutdown,0.0,False
2025-01-01 08:11:40,shutdown,0.0,False
2025-01-01 08:11:45,shutdown,0.0,False
2025-01-01 08:11:50,running,1188.16,False
2025-01-01 08:11:55,running,783.94,False
2025-01-01 08:12:00,idle,94.93,False
2025-01-01 08:12:05,idle,81.9,False
2025-01-01 08:12:10,idle,91.84,False
2025-01-01 08:12:15,idle,89.81,False
2025-01-01 08:12:20,shutdown,0.0,False
2025-01-01 08:12:25,shutdown,0.0,False
2025-01-01 08:12:30,shutdown,0.0,False
2025-01-01 08:12:35,shutdown,0.0,False
2025-01-01 08:12:40,shutdown,0.0,False
2025-01-01 08:12:45,shutdown,0.0,False
2025-01-01 08:12:50,shutdown,0.0,False
2025-01-01 08:12:55,shutdown,0.0,False
2025-01-01 08:13:00,shutdown,0.0,False
2025-01-01 08:13:05,shutdown,0.0,False
2025-01-01 08:13:10,shutdown,0.0,False
2025-01-01 08:13:15,shutdown,0.0,False
2025-01-01 08:13:20,shutdown,0.0,False
2025-01-01 08:13:25,shutdown,0.0,False
2025-01-01 08:13:30,running,1388.01,False
2025-01-01 08:13:35,running,740.66,False
2025-01-01 08:13:40,running,1085.23,False
2025-01-01 08:13:45,running,1167.89,False
2025-01-01 08:13:50,running,1199.7,False
2025-01-01 08:13:55,running,1239.55,False
2025-01-01 08:14:00,running,1042.35,False
2025-01-01 08:14:05,running,1440.89,False
