timestamp,state,power,auto_shutdown
2025-04-03 08:15:00,running,1092.46,False
2025-04-03 08:15:05,running,572.94,False
2025-04-03 08:15:10,running,643.98,False
2025-04-03 08:15:15,running,1412.0,False
2025-04-03 08:15:20,running,868.55,False
2025-04-03 08:15:25,running,1250.12,False
2025-04-03 08:15:30,running,717.32,False
2025-04-03 08:15:35,running,660.8,False
2025-04-03 08:15:40,running,1445.25,False
2025-04-03 08:15:45,running,655.56,False
2025-04-03 08:15:50,running,951.89,False
2025-04-03 08:15:55,running,1340.04,False
2025-04-03 08:16:00,running,724.59,False
2025-04-03 08:16:05,running,851.37,False
2025-04-03 08:16:10,shutdown,0.0,False
2025-04-03 08:16:15,shutdown,0.0,False
2025-04-03 08:16:20,running,956.28,False
2025-04-03 08:16:25,running,962.88,False
2025-04-03 08:16:30,running,948.01,False
2025-04-03 08:16:35,shutdown,0.0,False
2025-04-03 08:16:40,shutdown,0.0,False
2025-04-03 08:16:45,running,522.77,False
2025-04-03 08:16:50,running,1409.08,False
2025-04-03 08:16:55,running,561.41,False
2025-04-03 08:17:00,running,929.13,False
2025-04-03 08:17:05,running,1269.24,False
2025-04-03 08:17:10,running,910.8,False
2025-04-03 08:17:15,running,827.81,False
2025-04-03 08:17:20,running,834.01,False
2025-04-03 08:17:25,idle,88.16,False
2025-04-03 08:17:30,running,935.69,False
2025-04-03 08:17:35,running,653.72,False
2025-04-03 08:17:40,running,533.61,False
2025-04-03 08:17:45,running,835.43,False
2025-04-03 08:17:50,running,1483.75,False
2025-04-03 08:17:55,shutdown,0.0,False
2025-04-03 08:18:00,shutdown,0.0,False
2025-04-03 08:18:05,shutdown,0.0,False
2025-04-03 08:18:10,running,1332.6,False
2025-04-03 08:18:15,running,1085.01,False
2025-04-03 08:18:20,running,803.76,False
2025-04-03 08:18:25,running,1413.83,False
2025-04-03 08:18:30,running,1102.49,False
2025-04-03 08:18:35,running,1371.26,False
2025-04-03 08:18:40,running,1256.19,False
2025-04-03 08:18:45,running,891.43,False
2025-04-03 08:18:50,running,936.56,False
2025-04-03 08:18:55,running,1396.61,False
2025-04-03 08:19:00,running,1276.93,False
2025-04-03 08:19:05,running,1113.11,False
2025-04-03 08:19:10,running,591.43,False
2025-04-03 08:19:15,running,738.98,False
2025-04-03 08:19:20,running,1253.77,False
2025-04-03 08:19:25,running,1338.51,False
2025-04-03 08:19:30,running,953.25,False
2025-04-03 08:19:35,running,571.33,False
2025-04-03 08:19:40,running,1269.45,False
2025-04-03 08:19:45,running,1290.9,False
2025-04-03 08:19:50,running,993.1,False
2025-04-03 08:19:55,running,1236.78,False
2025-04-03 08:20:00,running,1377.78,False
2025-04-03 08:20:05,running,1282.46,False
2025-04-03 08:20:10,running,1127.97,False
2025-04-03 08:20:15,running,1315.02,False
2025-04-03 08:20:20,shutdown,0.0,False
2025-04-03 08:20:25,running,699.85,False
2025-04-03 08:20:30,running,639.88,False
2025-04-03 08:20:35,idle,93.03,False
2025-04-03 08:20:40,idle,84.0,False
2025-04-03 08:20:45,running,1112.22,False
2025-04-03 08:20:50,running,1281.46,False
2025-04-03 08:20:55,idle,89.71,False
2025-04-03 08:21:00,idle,94.86,False
2025-04-03 08:21:05,idle,80.12,False
2025-04-03 08:21:10,idle,82.42,False
2025-04-03 08:21:15,idle,87.36,False
2025-04-03 08:21:20,idle,81.15,False
2025-04-03 08:21:25,idle,81.97,False
2025-04-03 08:21:30,idle,84.42,False
2025-04-03 08:21:35,idle,87.39,False
2025-04-03 08:21:40,idle,92.87,False
2025-04-03 08:21:45,idle,80.41,False
2025-04-03 08:21:50,idle,99.14,False
2025-04-03 08:21:55,idle,97.72,False
2025-04-03 08:22:00,idle,99.92,False
2025-04-03 08:22:05,idle,89.04,False
2025-04-03 08:22:10,idle,83.88,False
2025-04-03 08:22:15,idle,97.4,False
2025-04-03 08:22:20,idle,97.01,False
2025-04-03 08:22:25,idle,82.01,False
2025-04-03 08:22:30,idle,99.62,False
2025-04-03 08:22:35,idle,85.11,False
2025-04-03 08:22:40,idle,91.33,False
2025-04-03 08:22:45,idle,84.05,False
2025-04-03 08:22:50,idle,90.22,False
2025-04-03 08:22:55,idle,91.4,False
2025-04-03 08:23:00,idle,88.98,False
2025-04-03 08:23:05,idle,94.53,False
2025-04-03 08:23:10,idle,88.58,False
2025-04-03 08:23:15,idle,87.05,False
2025-04-03 08:23:20,idle,93.42,False
2025-04-03 08:23:25,running,772.18,False
2025-04-03 08:23:30,running,782.14,False
2025-04-03 08:23:35,running,1376.04,False
2025-04-03 08:23:40,running,1350.2,False
2025-04-03 08:23:45,idle,87.37,False
2025-04-03 08:23:50,idle,91.89,False
2025-04-03 08:23:55,idle,80.86,False
2025-04-03 08:24:00,idle,99.49,False
2025-04-03 08:24:05,idle,85.3,False
2025-04-03 08:24:10,idle,83.36,False
2025-04-03 08:24:15,idle,98.51,False
2025-04-03 08:24:20,idle,91.69,False
2025-04-03 08:24:25,idle,85.01,False
2025-04-03 08:24:30,idle,95.41,False
2025-04-03 08:24:35,idle,90.66,False
2025-04-03 08:24:40,idle,83.96,False
2025-04-03 08:24:45,idle,95.36,False
2025-04-03 08:24:50,shutdown,0.0,False
2025-04-03 08:24:55,shutdown,0.0,False
2025-04-03 08:25:00,shutdown,0.0,False
2025-04-03 08:25:05,shutdown,0.0,False
2025-04-03 08:25:10,shutdown,0.0,False
2025-04-03 08:25:15,running,1340.78,False
2025-04-03 08:25:20,running,750.97,False
2025-04-03 08:25:25,running,1259.8,False
2025-04-03 08:25:30,running,1443.01,False
2025-04-03 08:25:35,running,1094.51,False
2025-04-03 08:25:40,running,820.27,False
2025-04-03 08:25:45,shutdown,0.0,False
2025-04-03 08:25:50,running,963.09,False
