timestamp,state,power,auto_shutdown
2025-04-04 09:40:00,running,1162.21,False
2025-04-04 09:40:05,running,598.6,False
2025-04-04 09:40:10,running,950.74,False
2025-04-04 09:40:15,running,684.73,False
2025-04-04 09:40:20,running,1451.92,False
2025-04-04 09:40:25,running,721.39,False
2025-04-04 09:40:30,running,983.61,False
2025-04-04 09:40:35,running,526.98,False
2025-04-04 09:40:40,running,581.77,False
2025-04-04 09:40:45,running,1156.37,False
2025-04-04 09:40:50,running,1105.94,False
2025-04-04 09:40:55,running,1084.43,False
2025-04-04 09:41:00,running,766.83,False
2025-04-04 09:41:05,running,1428.96,False
2025-04-04 09:41:10,running,582.06,False
2025-04-04 09:41:15,running,911.05,False
2025-04-04 09:41:20,running,1332.38,False
2025-04-04 09:41:25,running,1171.9,False
2025-04-04 09:41:30,running,1181.85,False
2025-04-04 09:41:35,running,1392.37,False
2025-04-04 09:41:40,running,532.42,False
2025-04-04 09:41:45,running,606.53,False
2025-04-04 09:41:50,running,659.57,False
2025-04-04 09:41:55,running,619.57,False
2025-04-04 09:42:00,running,1271.43,False
2025-04-04 09:42:05,running,720.99,False
2025-04-04 09:42:10,running,500.88,False
2025-04-04 09:42:15,idle,94.31,False
2025-04-04 09:42:20,idle,97.38,False
2025-04-04 09:42:25,idle,83.66,False
2025-04-04 09:42:30,idle,86.14,False
2025-04-04 09:42:35,idle,97.03,False
2025-04-04 09:42:40,idle,97.0,False
2025-04-04 09:42:45,idle,86.33,False
2025-04-04 09:42:50,idle,94.24,False
2025-04-04 09:42:55,idle,85.94,False
2025-04-04 09:43:00,idle,91.53,False
2025-04-04 09:43:05,idle,81.65,False
2025-04-04 09:43:10,idle,90.18,False
2025-04-04 09:43:15,idle,94.7,False
2025-04-04 09:43:20,idle,81.04,False
2025-04-04 09:43:25,idle,86.57,False
2025-04-04 09:43:30,idle,95.71,False
2025-04-04 09:43:35,idle,80.43,False
2025-04-04 09:43:40,idle,83.93,False
2025-04-04 09:43:45,idle,83.4,False
2025-04-04 09:43:50,idle,93.36,False
2025-04-04 09:43:55,idle,89.55,False
2025-04-04 09:44:00,idle,96.48,False
2025-04-04 09:44:05,idle,84.53,False
2025-04-04 09:44:10,idle,94.97,False
2025-04-04 09:44:15,idle,94.0,False
2025-04-04 09:44:20,idle,84.44,False
2025-04-04 09:44:25,idle,91.33,False
2025-04-04 09:44:30,idle,88.44,False
2025-04-04 09:44:35,idle,91.3,False
2025-04-04 09:44:40,idle,83.07,False
2025-04-04 09:44:45,idle,84.76,False
2025-04-04 09:44:50,idle,92.08,False
2025-04-04 09:44:55,idle,81.95,False
2025-04-04 09:45:00,idle,90.6,False
2025-04-04 09:45:05,idle,80.15,False
2025-04-04 09:45:10,idle,85.73,True
2025-04-04 09:45:15,idle,93.55,True
2025-04-04 09:45:20,idle,95.47,True
2025-04-04 09:45:25,idle,87.75,True
2025-04-04 09:45:30,idle,94.84,True
2025-04-04 09:45:35,idle,96.53,True
2025-04-04 09:45:40,idle,86.75,True
2025-04-04 09:45:45,idle,80.46,True
2025-04-04 09:45:50,idle,93.92,True
2025-04-04 09:45:55,idle,98.98,True
2025-04-04 09:46:00,idle,93.0,True
2025-04-04 09:46:05,idle,87.41,True
2025-04-04 09:46:10,idle,91.55,True
2025-04-04 09:46:15,idle,94.57,True
2025-04-04 09:46:20,idle,90.26,True
2025-04-04 09:46:25,idle,82.44,True
2025-04-04 09:46:30,idle,82.73,True
2025-04-04 09:46:35,idle,92.0,True
2025-04-04 09:46:40,idle,99.24,True
