timestamp,state,power,auto_shutdown
2025-04-02 08:32:00,running,1280.4,False
2025-04-02 08:32:05,idle,88.07,False
2025-04-02 08:32:10,idle,91.54,False
2025-04-02 08:32:15,running,1241.38,False
2025-04-02 08:32:20,running,1284.21,False
2025-04-02 08:32:25,shutdown,0.0,False
2025-04-02 08:32:30,running,1167.66,False
2025-04-02 08:32:35,running,916.03,False
2025-04-02 08:32:40,shutdown,0.0,False
2025-04-02 08:32:45,shutdown,0.0,False
2025-04-02 08:32:50,shutdown,0.0,False
2025-04-02 08:32:55,shutdown,0.0,False
2025-04-02 08:33:00,shutdown,0.0,False
2025-04-02 08:33:05,running,1491.76,False
2025-04-02 08:33:10,running,647.0,False
2025-04-02 08:33:15,running,1060.78,False
2025-04-02 08:33:20,running,1372.12,False
2025-04-02 08:33:25,running,1158.05,False
2025-04-02 08:33:30,running,1312.54,False
2025-04-02 08:33:35,running,1068.99,False
2025-04-02 08:33:40,shutdown,0.0,False
2025-04-02 08:33:45,shutdown,0.0,False
2025-04-02 08:33:50,shutdown,0.0,False
2025-04-02 08:33:55,shutdown,0.0,False
2025-04-02 08:34:00,running,1015.67,False
2025-04-02 08:34:05,running,1324.34,False
2025-04-02 08:34:10,running,1042.1,False
2025-04-02 08:34:15,running,1422.49,False
2025-04-02 08:34:20,running,902.6,False
2025-04-02 08:34:25,running,783.1,False
2025-04-02 08:34:30,running,889.71,False
2025-04-02 08:34:35,running,1494.8,False
2025-04-02 08:34:40,running,685.8,False
2025-04-02 08:34:45,running,601.68,False
2025-04-02 08:34:50,running,626.36,False
2025-04-02 08:34:55,running,989.67,False
2025-04-02 08:35:00,running,842.24,False
2025-04-02 08:35:05,running,578.67,False
2025-04-02 08:35:10,running,1078.44,False
2025-04-02 08:35:15,running,1043.56,False
2025-04-02 08:35:20,running,523.14,False
2025-04-02 08:35:25,running,786.09,False
2025-04-02 08:35:30,running,1445.42,False
2025-04-02 08:35:35,running,1067.07,False
2025-04-02 08:35:40,running,709.15,False
2025-04-02 08:35:45,shutdown,0.0,False
2025-04-02 08:35:50,shutdown,0.0,False
2025-04-02 08:35:55,shutdown,0.0,False
2025-04-02 08:36:00,shutdown,0.0,False
2025-04-02 08:36:05,shutdown,0.0,False
2025-04-02 08:36:10,shutdown,0.0,False
2025-04-02 08:36:15,shutdown,0.0,False
2025-04-02 08:36:20,shutdown,0.0,False
2025-04-02 08:36:25,running,804.41,False
2025-04-02 08:36:30,running,1394.1,False
2025-04-02 08:36:35,idle,92.26,False
2025-04-02 08:36:40,idle,92.95,False
2025-04-02 08:36:45,idle,94.92,False
2025-04-02 08:36:50,idle,81.22,False
2025-04-02 08:36:55,idle,88.0,False
2025-04-02 08:37:00,idle,82.39,False
2025-04-02 08:37:05,idle,96.01,False
2025-04-02 08:37:10,idle,96.43,False
2025-04-02 08:37:15,idle,98.09,False
2025-04-02 08:37:20,idle,95.49,False
2025-04-02 08:37:25,idle,94.68,False
2025-04-02 08:37:30,running,1266.95,False
2025-04-02 08:37:35,running,1092.26,False
2025-04-02 08:37:40,shutdown,0.0,False
2025-04-02 08:37:45,shutdown,0.0,False
2025-04-02 08:37:50,shutdown,0.0,False
2025-04-02 08:37:55,shutdown,0.0,False
2025-04-02 08:38:00,shutdown,0.0,False
2025-04-02 08:38:05,shutdown,0.0,False
2025-04-02 08:38:10,shutdown,0.0,False
2025-04-02 08:38:15,running,904.06,False
2025-04-02 08:38:20,running,708.59,False
2025-04-02 08:38:25,running,1168.55,False
2025-04-02 08:38:30,running,1402.15,False
2025-04-02 08:38:35,running,1377.19,False
2025-04-02 08:38:40,running,1132.32,False
2025-04-02 08:38:45,running,859.55,False
2025-04-02 08:38:50,running,1465.29,False
2025-04-02 08:38:55,running,866.75,False
2025-04-02 08:39:00,running,826.88,False
2025-04-02 08:39:05,running,868.83,False
2025-04-02 08:39:10,running,1110.38,False
2025-04-02 08:39:15,running,1353.29,False
2025-04-02 08:39:20,running,826.76,False
2025-04-02 08:39:25,idle,90.87,False
2025-04-02 08:39:30,idle,86.6,False
2025-04-02 08:39:35,idle,98.67,False
2025-04-02 08:39:40,idle,89.46,False
2025-04-02 08:39:45,idle,92.95,False
2025-04-02 08:39:50,idle,83.96,False
2025-04-02 08:39:55,idle,97.58,False
2025-04-02 08:40:00,idle,90.08,False
2025-04-02 08:40:05,idle,94.26,False
2025-04-02 08:40:10,idle,98.51,False
2025-04-02 08:40:15,idle,91.55,False
2025-04-02 08:40:20,idle,93.87,False
2025-04-02 08:40:25,idle,95.68,False
2025-04-02 08:40:30,idle,94.12,False
2025-04-02 08:40:35,idle,84.02,False
2025-04-02 08:40:40,idle,86.97,False
2025-04-02 08:40:45,idle,99.93,False
2025-04-02 08:40:50,idle,80.68,False
2025-04-02 08:40:55,idle,85.52,False
2025-04-02 08:41:00,idle,83.94,False
2025-04-02 08:41:05,idle,91.77,False
2025-04-02 08:41:10,idle,97.98,False
2025-04-02 08:41:15,idle,97.4,False
2025-04-02 08:41:20,idle,83.2,False
2025-04-02 08:41:25,idle,98.77,False
2025-04-02 08:41:30,idle,84.42,False
2025-04-02 08:41:35,idle,82.71,False
2025-04-02 08:41:40,idle,90.74,False
2025-04-02 08:41:45,idle,96.95,False
2025-04-02 08:41:50,idle,86.07,False
2025-04-02 08:41:55,idle,89.25,False
2025-04-02 08:42:00,idle,80.02,False
2025-04-02 08:42:05,idle,93.4,False
2025-04-02 08:42:10,idle,87.94,False
2025-04-02 08:42:15,idle,90.64,False
2025-04-02 08:42:20,running,921.43,False
2025-04-02 08:42:25,running,965.19,False
2025-04-02 08:42:30,shutdown,0.0,False
2025-04-02 08:42:35,shutdown,0.0,False
2025-04-02 08:42:40,running,1090.15,False
2025-04-02 08:42:45,running,1213.05,False
2025-04-02 08:42:50,running,1093.32,False
2025-04-02 08:42:55,running,759.38,False
2025-04-02 08:43:00,running,1407.58,False
2025-04-02 08:43:05,running,558.58,False
2025-04-02 08:43:10,running,1409.01,False
2025-04-02 08:43:15,running,850.31,False
2025-04-02 08:43:20,running,1078.64,False
2025-04-02 08:43:25,running,715.3,False
2025-04-02 08:43:30,running,702.57,False
2025-04-02 08:43:35,running,991.84,False
2025-04-02 08:43:40,running,556.44,False
2025-04-02 08:43:45,running,823.25,False
2025-04-02 08:43:50,shutdown,0.0,False
2025-04-02 08:43:55,shutdown,0.0,False
2025-04-02 08:44:00,shutdown,0.0,False
2025-04-02 08:44:05,running,904.99,False
2025-04-02 08:44:10,running,801.58,False
2025-04-02 08:44:15,running,1090.83,False
2025-04-02 08:44:20,running,847.58,False
2025-04-02 08:44:25,running,598.12,False
2025-04-02 08:44:30,running,683.88,False
2025-04-02 08:44:35,running,1120.32,False
2025-04-02 08:44:40,running,1222.65,False
2025-04-02 08:44:45,running,958.22,False
2025-04-02 08:44:50,running,1381.81,False
2025-04-02 08:44:55,running,1300.94,False
2025-04-02 08:45:00,running,937.46,False
2025-04-02 08:45:05,idle,99.31,False
2025-04-02 08:45:10,idle,93.3,False
2025-04-02 08:45:15,idle,89.04,False
2025-04-02 08:45:20,idle,94.59,False
2025-04-02 08:45:25,idle,98.34,False
2025-04-02 08:45:30,idle,80.32,False
2025-04-02 08:45:35,idle,90.73,False
2025-04-02 08:45:40,idle,86.17,False
2025-04-02 08:45:45,idle,89.71,False
2025-04-02 08:45:50,shutdown,0.0,False
2025-04-02 08:45:55,shutdown,0.0,False
2025-04-02 08:46:00,shutdown,0.0,False
2025-04-02 08:46:05,running,1105.45,False
2025-04-02 08:46:10,running,943.72,False
2025-04-02 08:46:15,running,705.76,False
2025-04-02 08:46:20,running,576.15,False
2025-04-02 08:46:25,running,702.4,False
2025-04-02 08:46:30,running,1255.82,False
2025-04-02 08:46:35,running,1036.98,False
2025-04-02 08:46:40,running,856.2,False
2025-04-02 08:46:45,running,1261.69,False
2025-04-02 08:46:50,running,1488.36,False
2025-04-02 08:46:55,idle,91.06,False
2025-04-02 08:47:00,idle,91.85,False
2025-04-02 08:47:05,idle,85.73,False
